model,mapping,method,is_counter,roi_kind,roi,s2,trough_uv,min_uv,dip_uv_threshold,s7
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,1.5,False
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,2.0,False
wav2vec2-large,mtrf,method_09,False,electrode,Fz,True,-1.05943,-1.05943,2.5,False
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,1.5,True
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,2.0,True
wav2vec2-large,mtrf,method_09,False,electrode,F3,True,-8.82872,-8.82872,2.5,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,1.5,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,2.0,True
wav2vec2-large,mtrf,method_09,False,electrode,F4,True,-10.22663,-10.22663,2.5,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,1.5,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,2.0,True
wav2vec2-large,mtrf,method_09,False,electrode,FCz,True,-2.72789,-2.72789,2.5,True
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,1.5,True
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,2.0,False
wav2vec2-large,mtrf,method_09,False,electrode,Cz,True,-1.53758,-1.53758,2.5,False
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,1.5,True
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,2.0,True
wav2vec2-large,mtrf,method_09,False,electrode,C3,True,-2.8122,-2.8122,2.5,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,0.25,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,0.5,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,0.75,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,1.0,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,1.5,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,2.0,True
wav2vec2-large,mtrf,method_09,False,electrode,C4,True,-4.99467,-4.99467,2.5,True
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Fz,False,2.24941,1.4427,2.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F3,False,1.36255,1.36255,2.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,F4,False,1.19585,1.19585,2.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,FCz,False,3.67369,2.71929,2.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,Cz,False,-0.57991,-1.3167,2.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C3,False,2.99257,2.39659,2.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,0.25,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,0.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,0.75,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,1.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,1.5,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,2.0,False
wav2vec2-large,mtrf,method_09_counter,True,electrode,C4,False,2.76645,2.76645,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,Fz,True,0.2292,0.2292,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,F3,True,0.69527,0.28357,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,F4,False,1.33242,0.52244,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,FCz,True,0.19124,0.14545,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,Cz,False,-2.23194,-2.23194,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,C3,True,0.31991,0.31991,2.5,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,0.25,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,0.5,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,0.75,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,1.0,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,1.5,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,2.0,False
wav2vec2-large,mtrf,method_10,False,electrode,C4,True,0.35878,0.14125,2.5,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,2.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Fz,True,-2.0983,-2.0983,2.5,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,2.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F3,True,-6.81896,-8.2529,2.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,2.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,F4,True,-7.93016,-9.02882,2.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,2.0,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,FCz,True,-1.98728,-1.98728,2.5,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,2.0,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,Cz,True,-1.97027,-1.97027,2.5,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,2.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C3,True,-2.16892,-2.16892,2.5,False
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,0.25,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,0.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,0.75,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,1.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,1.5,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,2.0,True
wav2vec2-large,mtrf,method_10_counter,True,electrode,C4,True,-4.04104,-4.04104,2.5,True
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,0.25,True
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,0.5,True
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,0.75,False
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,1.0,False
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,1.5,False
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,2.0,False
wav2vec2-large,mtrf,method_12,False,electrode,Fz,True,-0.71744,-0.88126,2.5,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,0.25,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,0.5,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,0.75,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,1.0,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,1.5,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,2.0,False
wav2vec2-large,mtrf,method_12,False,electrode,F3,False,5.04538,5.04538,2.5,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,0.25,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,0.5,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,0.75,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,1.0,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,1.5,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,2.0,False
wav2vec2-large,mtrf,method_12,False,electrode,F4,False,5.15273,5.15273,2.5,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,0.25,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,0.5,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,0.75,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,1.0,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,1.5,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,2.0,False
wav2vec2-large,mtrf,method_12,False,electrode,FCz,False,0.35557,0.35557,2.5,False
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,0.25,True
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,0.5,True
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,0.75,True
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,1.0,True
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,1.5,True
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,2.0,True
wav2vec2-large,mtrf,method_12,False,electrode,Cz,True,-4.6101,-4.69522,2.5,True
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,0.25,True
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,0.5,False
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,0.75,False
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,1.0,False
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,1.5,False
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,2.0,False
wav2vec2-large,mtrf,method_12,False,electrode,C3,True,-0.32043,-0.32043,2.5,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,0.25,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,0.5,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,0.75,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,1.0,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,1.5,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,2.0,False
wav2vec2-large,mtrf,method_12,False,electrode,C4,False,2.07915,2.07915,2.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,0.25,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,0.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,0.75,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,1.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,1.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,2.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Fz,True,0.02465,-0.15665,2.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,0.25,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,0.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,0.75,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,1.0,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,1.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,2.0,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F3,True,-4.3933,-4.3933,2.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,0.25,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,0.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,0.75,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,1.0,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,1.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,2.0,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,F4,True,-5.3884,-5.3884,2.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,0.25,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,0.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,0.75,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,1.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,1.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,2.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,FCz,True,-0.38305,-0.42071,2.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,0.25,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,0.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,0.75,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,1.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,1.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,2.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,Cz,True,-0.12385,-0.12385,2.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,0.25,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,0.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,0.75,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,1.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,1.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,2.0,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C3,True,0.03026,0.03026,2.5,False
wav2vec2-large,mtrf,method_12_counter,True,electrode,C4,True,-1.02163,-1.41561,0.25,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,C4,True,-1.02163,-1.41561,0.5,True
wav2vec2-large,mtrf,method_12_counter,True,electrode,C4,True,-1.02163,-1.41561,0.75,True
