model,mapping,method,is_counter,roi_kind,roi,s2,trough_uv,min_uv,dip_uv_threshold,s7
wav2vec2-large,mtrf,method_32_counter,True,electrode,C3,True,-1.08087,-2.26795,0.5,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C3,True,-1.08087,-2.26795,0.75,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C3,True,-1.08087,-2.26795,1.0,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C3,True,-1.08087,-2.26795,1.5,False
wav2vec2-large,mtrf,method_32_counter,True,electrode,C3,True,-1.08087,-2.26795,2.0,False
wav2vec2-large,mtrf,method_32_counter,True,electrode,C3,True,-1.08087,-2.26795,2.5,False
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,0.25,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,0.5,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,0.75,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,1.0,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,1.5,True
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,2.0,False
wav2vec2-large,mtrf,method_32_counter,True,electrode,C4,True,-1.74169,-1.74169,2.5,False
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,0.25,True
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,0.5,False
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,0.75,False
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,1.0,False
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,1.5,False
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,2.0,False
wav2vec2-large,mtrf,method_33,False,electrode,Fz,True,-0.30295,-0.30295,2.5,False
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,0.25,True
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,0.5,True
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,0.75,True
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,1.0,True
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,1.5,True
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,2.0,True
wav2vec2-large,mtrf,method_33,False,electrode,F3,True,-6.27994,-6.27994,2.5,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,0.25,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,0.5,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,0.75,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,1.0,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,1.5,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,2.0,True
wav2vec2-large,mtrf,method_33,False,electrode,F4,True,-6.81379,-6.81379,2.5,True
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,0.25,True
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,0.5,False
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,0.75,False
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,1.0,False
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,1.5,False
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,2.0,False
wav2vec2-large,mtrf,method_33,False,electrode,FCz,True,-0.29697,-0.29697,2.5,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,0.25,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,0.5,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,0.75,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,1.0,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,1.5,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,2.0,False
wav2vec2-large,mtrf,method_33,False,electrode,Cz,True,0.40654,0.40654,2.5,False
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,0.25,True
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,0.5,True
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,0.75,False
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,1.0,False
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,1.5,False
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,2.0,False
wav2vec2-large,mtrf,method_33,False,electrode,C3,True,-0.61882,-0.61882,2.5,False
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,0.25,True
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,0.5,True
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,0.75,True
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,1.0,True
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,1.5,False
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,2.0,False
wav2vec2-large,mtrf,method_33,False,electrode,C4,True,-1.06003,-1.06003,2.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,0.25,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,0.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,0.75,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,1.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,1.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,2.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Fz,True,-2.42457,-2.42457,2.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,0.25,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,0.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,0.75,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,1.0,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,1.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,2.0,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F3,False,-1.75461,-1.75461,2.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,0.25,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,0.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,0.75,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,1.0,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,1.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,2.0,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,F4,False,-1.69095,-1.69095,2.5,False
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,0.25,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,0.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,0.75,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,1.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,1.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,2.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,FCz,True,-2.59495,-2.59495,2.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,0.25,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,0.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,0.75,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,1.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,1.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,2.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,Cz,True,-4.38587,-4.38587,2.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,0.25,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,0.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,0.75,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,1.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,1.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,2.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C3,True,-3.38371,-3.38371,2.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,0.25,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,0.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,0.75,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,1.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,1.5,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,2.0,True
wav2vec2-large,mtrf,method_33_counter,True,electrode,C4,True,-3.16687,-3.16687,2.5,True
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,0.75,True
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,1.0,True
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,1.5,True
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,2.0,False
wav2vec2-large,mtrf,method_37,False,electrode,Fz,True,-1.59854,-1.59854,2.5,False
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,0.75,True
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,1.0,True
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,1.5,True
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,2.0,True
wav2vec2-large,mtrf,method_37,False,electrode,F3,True,-2.28883,-2.28883,2.5,False
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,0.75,True
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,1.0,True
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,1.5,True
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,2.0,True
wav2vec2-large,mtrf,method_37,False,electrode,F4,True,-2.08935,-2.08935,2.5,False
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,0.75,True
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,1.0,True
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,1.5,False
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,2.0,False
wav2vec2-large,mtrf,method_37,False,electrode,FCz,True,-1.14499,-1.14499,2.5,False
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,0.75,True
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,1.0,True
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,1.5,True
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,2.0,False
wav2vec2-large,mtrf,method_37,False,electrode,Cz,True,-1.92617,-1.92617,2.5,False
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,0.75,True
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,1.0,False
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,1.5,False
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,2.0,False
wav2vec2-large,mtrf,method_37,False,electrode,C3,True,-0.98849,-0.98849,2.5,False
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,0.25,True
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,0.5,True
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,0.75,False
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,1.0,False
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,1.5,False
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,2.0,False
wav2vec2-large,mtrf,method_37,False,electrode,C4,True,-0.61368,-0.61368,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,0.25,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,0.5,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,0.75,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,1.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,1.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,2.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,Fz,True,-0.78122,-0.78122,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,0.25,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,0.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,0.75,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,1.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,1.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,2.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F3,False,0.15026,0.15026,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,0.25,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,0.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,0.75,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,1.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,1.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,2.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,F4,False,0.13061,0.13061,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,0.25,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,0.5,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,0.75,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,1.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,1.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,2.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,FCz,True,-0.68362,-0.68362,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,0.25,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,0.5,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,0.75,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,1.0,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,1.5,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,2.0,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,Cz,True,-2.10016,-2.10016,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,0.25,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,0.5,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,0.75,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,1.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,1.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,2.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C3,True,-0.98512,-0.98512,2.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,0.25,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,0.5,True
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,0.75,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,1.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,1.5,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,2.0,False
wav2vec2-large,mtrf,method_37_counter,True,electrode,C4,True,-0.50653,-0.50653,2.5,False
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,1.5,False
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,2.0,False
wav2vec2-large,mtrf,method_43,False,electrode,Fz,True,-1.47518,-1.47518,2.5,False
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,1.5,True
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,2.0,True
wav2vec2-large,mtrf,method_43,False,electrode,F3,True,-3.55312,-3.55312,2.5,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,1.5,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,2.0,True
wav2vec2-large,mtrf,method_43,False,electrode,F4,True,-3.73496,-3.73496,2.5,True
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,1.5,False
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,2.0,False
wav2vec2-large,mtrf,method_43,False,electrode,FCz,True,-1.1133,-1.13317,2.5,False
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,1.5,True
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,2.0,True
wav2vec2-large,mtrf,method_43,False,electrode,Cz,True,-2.095,-2.095,2.5,False
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,1.5,True
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,2.0,False
wav2vec2-large,mtrf,method_43,False,electrode,C3,True,-1.91896,-1.91896,2.5,False
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,0.25,True
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,0.5,True
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,0.75,True
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,1.0,True
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,1.5,True
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,2.0,True
wav2vec2-large,mtrf,method_43,False,electrode,C4,True,-2.48897,-2.48897,2.5,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,0.25,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,0.5,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,0.75,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,1.0,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,1.5,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,2.0,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,Fz,True,-0.1556,-0.1556,2.5,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,0.25,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,0.5,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,0.75,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,1.0,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,1.5,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,2.0,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F3,True,-5.76488,-5.76488,2.5,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,0.25,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,0.5,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,0.75,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,1.0,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,1.5,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,2.0,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,F4,True,-5.57621,-5.57621,2.5,True
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,0.25,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,0.5,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,0.75,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,1.0,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,1.5,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,2.0,False
wav2vec2-large,mtrf,method_43_counter,True,electrode,FCz,True,-0.22903,-0.22903,2.5,False
