standard_hz,200,218,238,259,283,308,336,367,400,436,476,519,566,617,673,734,800,872,951,1037,1131,1234,1345,1467,1600,1745,1903,2075,2263,2468,2691,2934,3200,3490,3805,4150,4525,4935,5382,5869,6400,6979,7611
200,,,,,,,,,,,,,,,,,,,,,,,,,-0.41390499999999997,,,,,,,,-1.4090216666666668,,-0.556745,,,,,,,,-1.335355
218,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6930883333333334,,,,,,,-1.085025,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,-1.0333116666666664,,,,-0.3873516666666667,-0.590515,,,,,,,,,,-0.4018566666666667,,,,,,,-1.413585
259,,,,,,,,,,,,,,,,,-0.35504833333333335,,,,,,,,-0.10781999999999996,-0.3244566666666666,,,,,,,,,,-0.24129500000000006,,,,,,,
283,,,,,,,,,,,,,,,,,-0.8543,,,,,,,,,-0.655355,,,,,,,,,,-0.54094,,,,,,,-1.5121133333333334
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4122183333333333,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7148133333333333,,,,,,,-1.5324599999999997
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6215883333333334,,,,,,,
400,,,,,,,,,,,,,,,,,,,-0.16137833333333332,,,,,-0.3657233333333334,-0.27488666666666667,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,-1.3512316666666668,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,-0.32977,-0.6757766666666667,,,,-0.92619,,,,,,,,,,,,,-1.072345,-0.6477116666666668,,,,,,
519,,,,,,,,,,,,,,,,,,,-0.7505649999999999,,,,-1.139205,,,,,,,,,,,,,,-0.8431283333333334,,,,,,
566,,,,,,,,,,,,,,,,,,-0.5785166666666667,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4838116666666668,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,-1.40585,,,,,,,,,,,-2.032433333333333,,,-1.3138033333333334,,,,,,,-1.6005733333333332
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1995783333333332,-1.6609666666666667
800,,,,-1.243285,-1.2378266666666666,,,,,,,,,,,,,,,,,-1.518185,,,,,,,,-1.5407466666666665,,,-1.884248333333333,,,,,,,,,-1.4206016666666665,-1.916065
872,,,,,,,,,,,-0.7226766666666667,,-0.9504766666666665,,,,,,,,,,-1.4301883333333334,,,,-0.9481533333333333,,,,,,,,,,,,,,-1.7647966666666666,-1.3445783333333334,-2.0743683333333336
951,,,,,,,,,-1.04339,,-1.169315,-1.1530183333333333,,,,,,,,,,,,,,,,,-1.3929016666666667,-1.20234,,,,,-1.1823333333333335,,-1.2052383333333332,,,,,-1.5415116666666666,-2.136608333333333
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7978033333333334,,,,,,,,,,,,,-1.2927916666666668,-1.8188916666666666
1131,,,-0.56095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,-0.37790499999999994,,-0.31047666666666673,,,,,,,,0.3770183333333333,0.10314833333333333,0.08636166666666663,,-0.7025166666666668,,,,,-0.523335,,,,,,,,,
1345,,,,,,,,,,-1.2398999999999998,-1.3473316666666666,-1.0587183333333334,,,,,,-0.44139833333333334,,,,,,,,,,,-1.9202933333333334,,-1.824366666666667,,-1.6749216666666669,,,,,-1.40958,-1.1464933333333334,-2.0085666666666664,,-1.5473350000000001,-1.7569
1467,,,,,,,,,-0.8955416666666665,,,,,,,,,,,,,,,,,,,,-1.2491983333333334,,-1.51431,-0.9667366666666668,-2.128318333333333,,,,,-1.7292883333333335,,-1.67089,-1.7086116666666669,,
1600,-1.5163516666666668,,-1.8188199999999999,-1.6738516666666665,,,,,-1.3403150000000001,,,,,,,,,,,,,-1.0058666666666667,,,,,,,,-2.205826666666667,-1.8557733333333335,-1.7136000000000002,-2.7293116666666664,,,-1.18389,-1.5112883333333331,-1.9666666666666668,-1.482875,-1.8657483333333336,-1.6467883333333333,-1.4378149999999998,-2.172673333333333
1745,,-1.4220916666666668,-0.928405,-0.8950533333333334,-0.853135,,,,,,,,,,,,,,,,,-1.8716016666666668,,,,,,,,-1.6911333333333334,-1.610945,,,,,,,-2.454575,-1.8729066666666665,-1.6654533333333335,-2.5163266666666666,-1.5633883333333334,-3.0386699999999998
1903,,,,,,,,,,,,,,,,,,-0.055615000000000046,,,,-1.3113833333333333,,,,,,,,,,,,,,-1.1756283333333333,,-1.14055,,,,,-2.0156216666666666
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2859500000000001,-0.40082500000000004,,-0.9597766666666666,-0.8620399999999999,,-1.0992583333333334,-1.09504,-1.8715983333333333
2263,,,,,,,,,,,,,,,,,,,-0.8183433333333333,-1.19473,,-1.804165,-1.4544949999999999,-1.0710733333333333,,,,,,,,,,,,,,-1.6438033333333333,-1.361345,-1.3294916666666667,-1.3927666666666667,,-2.2449116666666664
2468,,,,,,,,,,,,,,,,,-0.044080000000000036,,-0.15708499999999997,,,,,,-0.06804500000000001,-0.09103499999999998,,,,,,,,,,,,,,,,,-1.7820466666666668
2691,,,,,,,,,,,,,,,,,,,,,,,-0.9179366666666667,-0.53993,-0.2334433333333333,-0.27014833333333327,,,,,,,,,,,,,,,-1.8768399999999998,,
2934,,,,,,,,,,,,,,,,,,,,,,,,-0.49838,-0.34259999999999996,,,,,,,,,,,,,-0.9663616666666668,,,,,-1.4612266666666667
3200,-0.6594316666666667,-0.49296666666666694,,,,,,,,,,,,-0.31603999999999993,-0.08108500000000007,,0.18723,,,,,,-0.5533250000000001,-0.6421583333333333,-0.6147266666666668,,,,,,,,,,,,,,,,,,
3490,,,,,,,,,,,,,,,,,,,,,,-0.8258383333333333,,,,,,,,,,,,,,,,,,,,,
3805,-1.2830216666666665,,,,,,,,,,,,,,,,,,-0.28300166666666665,,,,,,,,,-1.1591616666666666,,,,,,,,,,,,,,-1.5359866666666668,-1.57976
4150,,,-1.31823,-1.1413583333333335,-1.1635683333333333,-1.2589466666666667,-1.4292433333333332,-1.2385300000000001,,,-0.9077966666666667,,,,-0.9313333333333333,,,,,,,,,,-0.7231899999999999,,-1.3732316666666666,-1.4460033333333335,,,,,,,,,,,,,-1.22668,-1.8053283333333334,-1.9947800000000002
4525,,,,,,,,,,,-0.8283666666666667,-0.6345249999999999,,,,,,,-0.7992133333333333,,,,,,-1.2423433333333334,,,,,,,,,,,,,,,,,-1.6845583333333334,
4935,,,,,,,,,,,,,,,,,,,,,,,0.15158166666666664,-0.13898333333333326,-0.10597000000000001,0.047601666666666674,-0.2934816666666667,-0.040616666666666655,-0.5405099999999999,,,-0.26913166666666666,,,,,,,,,,,
5382,,,,,,,,,,,,,,,,,,,,,,,-0.450435,,-0.5240333333333332,-0.394905,,-0.8397749999999999,-1.392025,,,,,,,,,,,,,,
5869,,,,,,,,,,,,,,,,,,,,,,,-0.29098666666666667,-0.098045,-0.038071666666666615,0.26737666666666665,,,-0.5084566666666667,,,,,,,,,,,,,,
6400,,,,,,,,,,,,,,,,,,-0.09005166666666668,,,,,,0.05590333333333334,-0.3449983333333333,-0.16403666666666664,,-0.0842533333333333,-0.029449999999999994,,-0.3886116666666666,,,,,-0.12743166666666664,,,,,,,
6979,,,,,,,,,,,,,,,,-0.01578833333333336,-0.24718000000000004,0.3775266666666666,0.0756,-0.6185133333333334,,,-0.06226666666666666,,-0.07314000000000002,0.44688833333333333,,-0.22004833333333332,,,,,,,0.04738999999999999,0.11850666666666669,0.10077499999999999,,,,,,
7611,-0.7058216666666667,,-0.15535166666666664,,-0.15428999999999998,,0.19777166666666668,,,,,,,,-0.21113833333333332,-0.24302333333333329,-0.05080500000000001,0.2705883333333333,0.4010766666666667,-0.130565,,,-0.3683633333333334,,-0.644445,-0.5776766666666666,-0.5429050000000001,-0.7023016666666666,-0.7432183333333332,-0.5517666666666667,,-1.28583,,,-0.2306,-0.3982083333333333,,,,,,,
