pair_id,n_agree_regular,mean_uv_regular,n_agree_counter,mean_uv_counter,n_agree_max,n_agree_min,n_agree_gap
1552,5,-1.938,3,-1.696,5,3,2
1553,2,-1.4244,2,-1.517,2,2,0
1554,1,-1.7382,4,-1.1361,4,1,3
1555,2,-1.967,2,-1.2581,2,2,0
1556,2,-2.2792,1,-1.3114,2,1,1
1557,5,-1.7338,2,-1.0638,5,2,3
1558,4,-1.9436,3,-2.4617,4,3,1
1559,3,-1.9178,3,-1.4109,3,3,0
1560,3,-1.4658,2,-2.2029,3,2,1
1561,2,-2.4412,3,-3.0129,3,2,1
1562,3,-1.7629,2,-1.801,3,2,1
1563,4,-1.6997,2,-1.6127,4,2,2
1564,3,-2.7651,2,-1.4796,3,2,1
1565,5,-1.925,1,-1.339,5,1,4
1566,4,-2.2462,3,-1.3469,4,3,1
1567,2,-2.4715,2,-1.7412,2,2,0
1568,5,-1.6767,2,-2.1229,5,2,3
1569,2,-2.6063,2,-2.143,2,2,0
1570,4,-1.7583,4,-1.5866,4,4,0
1571,2,-1.76,4,-2.1221,4,2,2
1572,3,-1.7172,4,-2.2638,4,3,1
1573,3,-1.3886,2,-1.5695,3,2,1
1574,3,-1.3482,2,-2.7784,3,2,1
1575,4,-1.4227,2,-1.807,4,2,2
1576,4,-2.6328,3,-2.0216,4,3,1
1577,5,-1.7495,1,-2.5892,5,1,4
1578,5,-2.1412,2,-1.302,5,2,3
1579,2,-1.0395,1,-1.0873,2,1,1
1580,4,-1.1421,1,-0.8576,4,1,3
1581,3,-1.7695,0,,3,0,3
1582,4,-2.5273,0,,4,0,4
1583,5,-1.7073,2,-1.3972,5,2,3
1584,4,-1.4894,1,-1.0367,4,1,3
1585,2,-1.7411,3,-1.311,3,2,1
1586,1,-2.1542,3,-2.3406,3,1,2
1587,5,-1.4059,3,-1.5277,5,3,2
1588,4,-1.4568,2,-1.1692,4,2,2
1589,3,-2.1007,1,-1.4831,3,1,2
1590,3,-1.6502,1,-0.8356,3,1,2
1591,4,-1.7049,2,-1.1372,4,2,2
1592,4,-2.0542,2,-1.6649,4,2,2
1593,4,-2.162,2,-2.131,4,2,2
1594,1,-2.7071,2,-1.1772,2,1,1
1595,3,-1.9023,2,-1.9556,3,2,1
1596,2,-1.3332,4,-1.4265,4,2,2
1597,4,-1.7306,3,-2.7335,4,3,1
1598,4,-1.0385,2,-1.9708,4,2,2
1599,3,-1.3137,1,-1.9285,3,1,2
1600,4,-1.6386,2,-1.3234,4,2,2
1601,5,-2.6012,2,-2.1873,5,2,3
1602,5,-1.2299,1,-1.9138,5,1,4
1603,6,-2.0275,1,-1.0191,6,1,5
1604,3,-1.1011,1,-0.8267,3,1,2
1605,3,-1.1773,0,,3,0,3
1606,4,-1.7635,0,,4,0,4
1607,3,-1.9071,3,-1.0813,3,3,0
1608,3,-1.2014,2,-0.8385,3,2,1
1609,3,-1.5234,3,-1.1374,3,3,0
1610,3,-1.0424,4,-2.5456,4,3,1
1611,2,-1.4887,3,-1.617,3,2,1
1612,3,-1.7736,2,-1.5476,3,2,1
1613,5,-1.8758,3,-1.7891,5,3,2
1614,5,-1.616,2,-1.9515,5,2,3
1615,4,-2.1185,2,-1.1249,4,2,2
1616,3,-1.7872,2,-1.7967,3,2,1
1617,4,-2.9811,3,-1.6214,4,3,1
1618,2,-2.0747,2,-1.2918,2,2,0
1619,5,-1.3765,2,-1.4274,5,2,3
1620,3,-1.9256,2,-1.2155,3,2,1
1621,5,-1.7666,3,-2.2126,5,3,2
1622,4,-1.168,2,-1.6117,4,2,2
1623,3,-1.1182,2,-1.2435,3,2,1
1624,4,-1.7766,2,-1.3935,4,2,2
1625,3,-1.7268,2,-1.4248,3,2,1
1626,5,-1.5721,1,-1.6885,5,1,4
1627,6,-2.0535,2,-0.8428,6,2,4
1628,2,-1.0613,1,-1.0538,2,1,1
1629,3,-1.7806,0,,3,0,3
1630,2,-1.1818,3,-1.1773,3,2,1
1631,2,-0.9951,3,-0.9982,3,2,1
1632,1,-1.5251,4,-1.2424,4,1,3
1633,1,-0.9394,4,-1.2705,4,1,3
1634,3,-1.2097,4,-1.6765,4,3,1
1635,2,-1.9341,2,-1.333,2,2,0
1636,2,-2.2986,5,-1.3279,5,2,3
1637,3,-2.1749,2,-1.1002,3,2,1
1638,3,-2.5369,3,-1.3007,3,3,0
1639,2,-2.465,3,-1.5013,3,2,1
1640,3,-4.1789,3,-2.0214,3,3,0
1641,3,-2.3052,2,-1.6062,3,2,1
1642,3,-2.2497,4,-1.2862,4,3,1
1643,2,-2.7596,2,-1.6646,2,2,0
1644,3,-2.2227,4,-2.3027,4,3,1
1645,2,-1.4213,1,-1.925,2,1,1
1646,2,-1.5264,2,-1.8884,2,2,0
1647,4,-1.85,2,-1.9177,4,2,2
1648,2,-1.3867,2,-1.7731,2,2,0
1649,5,-1.6081,2,-1.5852,5,2,3
1650,5,-2.1274,3,-1.1498,5,3,2
1651,3,-1.0521,1,-0.9889,3,1,2
1652,2,-0.9826,3,-1.6246,3,2,1
1653,1,-1.5593,3,-1.171,3,1,2
1654,2,-1.319,4,-1.5172,4,2,2
1655,2,-1.1917,2,-1.6409,2,2,0
1656,2,-1.2256,4,-1.7874,4,2,2
1657,2,-1.4901,3,-1.3244,3,2,1
1658,4,-1.5438,4,-1.9199,4,4,0
1659,4,-1.2123,2,-1.0226,4,2,2
1660,3,-1.5892,2,-1.2159,3,2,1
1661,2,-1.9506,3,-1.7736,3,2,1
1662,4,-1.5822,3,-1.9758,4,3,1
1663,2,-1.6957,2,-1.6969,2,2,0
1664,3,-1.5043,3,-1.4314,3,3,0
1665,3,-1.5539,3,-1.4071,3,3,0
1666,3,-1.0508,4,-1.9906,4,3,1
1667,3,-1.0535,2,-1.4002,3,2,1
1668,3,-1.2045,3,-1.7038,3,3,0
1669,2,-0.8969,2,-3.1489,2,2,0
1670,2,-3.1399,2,-2.3068,2,2,0
1671,3,-1.2862,2,-2.599,3,2,1
1672,4,-2.062,3,-1.336,4,3,1
1673,1,-1.0007,3,-1.6668,3,1,2
1674,2,-1.0429,4,-1.2869,4,2,2
1675,0,,5,-1.4749,5,0,5
1676,1,-0.824,5,-2.134,5,1,4
1677,1,-0.7818,5,-1.6788,5,1,4
1678,2,-0.9851,1,-1.7324,2,1,1
1679,5,-0.9264,5,-2.1715,5,5,0
1680,4,-1.365,3,-1.2624,4,3,1
1681,3,-1.5347,2,-1.7163,3,2,1
1682,2,-1.8098,3,-1.9132,3,2,1
1683,4,-1.7172,4,-1.9772,4,4,0
1684,2,-1.6842,5,-1.3057,5,2,3
1685,2,-2.3036,3,-1.399,3,2,1
1686,2,-2.0816,3,-2.1387,3,2,1
1687,2,-1.625,3,-2.0418,3,2,1
1688,4,-1.2056,1,-2.0172,4,1,3
1689,3,-1.0559,4,-1.7133,4,3,1
1690,3,-0.9447,2,-1.7212,3,2,1
1691,3,-0.9258,2,-1.801,3,2,1
1692,3,-1.229,2,-2.0746,3,2,1
1693,4,-2.0119,4,-1.3621,4,4,0
1694,1,-4.6934,2,-1.3656,2,1,1
1695,1,-1.5909,2,-2.07,2,1,1
1696,2,-2.3461,4,-1.3083,4,2,2
1697,1,-1.2612,3,-1.75,3,1,2
1698,3,-2.1551,4,-1.4638,4,3,1
1699,4,-2.3462,5,-1.9555,5,4,1
1700,4,-2.786,3,-1.2609,4,3,1
1701,5,-2.4869,3,-1.3641,5,3,2
1702,4,-1.8298,3,-1.7117,4,3,1
1703,5,-2.0268,4,-1.657,5,4,1
1704,3,-2.2503,2,-1.446,3,2,1
1705,4,-1.7615,2,-1.6895,4,2,2
1706,4,-2.3623,4,-1.8716,4,4,0
1707,4,-2.114,4,-1.8168,4,4,0
1708,5,-1.8465,1,-1.9824,5,1,4
1709,5,-1.56,2,-1.8851,5,2,3
1710,5,-2.4576,1,-1.981,5,1,4
1711,4,-1.8749,3,-1.4702,4,3,1
1712,5,-1.9155,2,-1.3743,5,2,3
1713,5,-2.1538,3,-1.3974,5,3,2
1714,1,-1.5493,4,-1.5869,4,1,3
1715,2,-1.3814,2,-0.9469,2,2,0
1716,3,-1.1725,2,-1.0063,3,2,1
1717,3,-2.0173,3,-1.1476,3,3,0
1718,5,-1.4519,5,-1.2479,5,5,0
1719,4,-2.0824,2,-1.9738,4,2,2
1720,5,-1.973,2,-1.027,5,2,3
1721,5,-1.799,2,-2.4421,5,2,3
1722,5,-2.4152,2,-2.2842,5,2,3
1723,2,-2.6319,1,-1.9847,2,1,1
1724,2,-2.4579,2,-1.6612,2,2,0
1725,3,-2.0903,3,-1.7049,3,3,0
1726,2,-2.828,3,-2.7385,3,2,1
1727,5,-2.1481,1,-1.9357,5,1,4
1728,4,-2.1012,3,-2.1609,4,3,1
1729,5,-1.7365,1,-1.7948,5,1,4
1730,5,-2.6934,3,-1.2639,5,3,2
1731,4,-2.0961,2,-1.5139,4,2,2
1732,4,-2.9835,2,-2.7249,4,2,2
1733,2,-3.1088,2,-2.103,2,2,0
1734,4,-2.1882,1,-2.1233,4,1,3
1735,4,-2.6185,3,-1.1091,4,3,1
1736,4,-2.7958,4,-1.7217,4,4,0
1737,5,-2.4955,1,-1.0475,5,1,4
1738,5,-1.9718,1,-0.9522,5,1,4
1739,5,-2.109,2,-1.4013,5,2,3
1740,5,-3.9946,5,-1.4914,5,5,0
1741,3,-3.2339,4,-1.4656,4,3,1
1742,4,-2.9939,3,-1.1426,4,3,1
1743,4,-2.2607,5,-1.5523,5,4,1
1744,5,-1.5074,5,-2.2815,5,5,0
1745,5,-2.2379,2,-1.3994,5,2,3
1746,5,-1.8602,2,-1.1494,5,2,3
1747,5,-2.248,2,-1.3617,5,2,3
1748,5,-2.2467,1,-2.2274,5,1,4
1749,5,-2.1842,2,-1.7438,5,2,3
1750,6,-2.2733,3,-1.9882,6,3,3
1751,2,-3.9448,1,-1.0202,2,1,1
1752,2,-1.3247,2,-1.2984,2,2,0
1753,3,-1.2884,3,-1.1514,3,3,0
1754,5,-1.7769,2,-0.999,5,2,3
1755,5,-1.7675,1,-0.824,5,1,4
1756,4,-2.3329,3,-0.9449,4,3,1
1757,4,-1.9113,1,-2.1757,4,1,3
1758,3,-2.209,0,,3,0,3
1759,4,-1.8964,3,-0.8146,4,3,1
1760,4,-1.9268,2,-1.1559,4,2,2
1761,3,-2.177,3,-1.5704,3,3,0
1762,5,-2.9662,1,-1.4219,5,1,4
1763,5,-1.6519,2,-1.3649,5,2,3
1764,5,-1.9215,0,,5,0,5
1765,5,-2.9559,2,-1.954,5,2,3
1766,6,-1.6971,0,,6,0,6
1767,6,-3.183,3,-1.8732,6,3,3
1768,2,-1.9275,1,-1.022,2,1,1
1769,2,-1.6623,2,-1.1578,2,2,0
1770,3,-1.5002,1,-3.4035,3,1,2
1771,2,-2.6411,1,-2.0061,2,1,1
1772,2,-2.1228,1,-1.4977,2,1,1
1773,2,-3.3481,2,-1.3649,2,2,0
1774,3,-2.7006,1,-0.8157,3,1,2
1775,3,-1.9157,4,-1.0283,4,3,1
1776,5,-1.5631,3,-1.9344,5,3,2
1777,4,-1.8322,4,-2.1925,4,4,0
1778,5,-2.0,1,-2.2823,5,1,4
1779,3,-2.0643,3,-1.7391,3,3,0
1780,4,-1.9389,1,-2.9809,4,1,3
1781,3,-2.6319,2,-1.7676,3,2,1
1782,4,-2.1903,0,,4,0,4
1783,6,-2.5137,2,-2.7118,6,2,4
1784,3,-0.8257,2,-2.0941,3,2,1
1785,3,-1.1449,1,-3.827,3,1,2
1786,3,-1.3695,1,-3.799,3,1,2
1787,2,-1.3638,3,-1.0282,3,2,1
1788,4,-1.7289,2,-1.4583,4,2,2
1789,4,-1.0318,3,-1.6705,4,3,1
1790,3,-1.2204,5,-1.3631,5,3,2
1791,5,-1.2558,4,-2.0124,5,4,1
1792,4,-1.0433,3,-2.7139,4,3,1
1793,5,-1.5603,1,-1.0953,5,1,4
1794,5,-1.2565,3,-1.6666,5,3,2
1795,4,-1.2092,0,,4,0,4
1796,5,-1.6193,1,-2.5285,5,1,4
1797,5,-1.3479,1,-2.3453,5,1,4
1798,5,-2.0525,3,-2.8916,5,3,2
1799,3,-1.7931,1,-1.0019,3,1,2
1800,2,-2.2411,1,-1.0685,2,1,1
1801,2,-2.3959,3,-1.2785,3,2,1
1802,2,-2.7762,1,-0.9981,2,1,1
1803,3,-1.8235,2,-2.8293,3,2,1
1804,3,-1.7992,4,-1.5638,4,3,1
1805,3,-1.9432,4,-2.1354,4,3,1
1806,4,-1.1805,2,-4.0877,4,2,2
1807,6,-1.8695,2,-1.8632,6,2,4
1808,5,-1.4654,3,-2.8999,5,3,2
1809,6,-1.3888,2,-1.7024,6,2,4
1810,5,-1.8343,1,-1.1912,5,1,4
1811,4,-1.9371,1,-1.2487,4,1,3
1812,6,-2.137,3,-2.104,6,3,3
1813,1,-0.8866,2,-2.711,2,1,1
1814,2,-3.1097,2,-1.9366,2,2,0
1815,1,-2.0555,2,-1.4918,2,1,1
1816,2,-2.3822,2,-1.4635,2,2,0
1817,1,-1.0743,4,-1.8637,4,1,3
1818,2,-1.4846,4,-1.4812,4,2,2
1819,2,-1.0953,3,-2.7437,3,2,1
1820,4,-1.8698,2,-2.5474,4,2,2
1821,3,-1.2284,3,-1.6956,3,3,0
1822,3,-1.2242,2,-1.4552,3,2,1
1823,4,-1.6742,2,-2.4099,4,2,2
1824,4,-1.1503,2,-1.3773,4,2,2
1825,5,-2.3042,3,-1.8386,5,3,2
1826,2,-2.2935,2,-1.7222,2,2,0
1827,3,-1.8523,1,-2.329,3,1,2
1828,1,-2.7622,2,-1.1196,2,1,1
1829,3,-1.4132,4,-1.1348,4,3,1
1830,3,-1.3183,3,-1.7739,3,3,0
1831,1,-1.04,2,-1.7385,2,1,1
1832,4,-1.4142,1,-1.5373,4,1,3
1833,4,-1.4395,2,-1.3574,4,2,2
1834,3,-1.1821,2,-1.7534,3,2,1
1835,5,-2.3206,1,-2.2217,5,1,4
1836,4,-1.5489,2,-1.0046,4,2,2
1837,3,-1.657,2,-1.8992,3,2,1
1838,1,-2.792,1,-1.9393,1,1,0
1839,2,-1.6948,3,-1.297,3,2,1
1840,4,-1.1339,3,-1.1234,4,3,1
1841,4,-1.239,3,-2.488,4,3,1
1842,3,-1.606,3,-3.8267,3,3,0
1843,5,-1.3327,2,-3.4426,5,2,3
1844,4,-1.5832,1,-0.8432,4,1,3
1845,4,-1.1735,1,-1.3133,4,1,3
1846,4,-1.9108,1,-2.549,4,1,3
1847,4,-1.8364,2,-3.0642,4,2,2
1848,5,-2.1565,3,-3.4637,5,3,2
1849,1,-1.5378,4,-1.1321,4,1,3
1850,2,-0.8693,4,-1.6,4,2,2
1851,2,-1.2249,4,-1.6923,4,2,2
1852,1,-1.4525,2,-1.8628,2,1,1
1853,3,-1.0337,3,-1.6224,3,3,0
1854,3,-1.1011,2,-3.2562,3,2,1
1855,3,-0.8964,1,-3.4647,3,1,2
1856,4,-1.1748,2,-0.9768,4,2,2
1857,3,-1.0363,2,-1.2731,3,2,1
1858,3,-2.1431,4,-3.089,4,3,1
1859,0,,1,-2.3902,1,0,1
1860,1,-1.0961,1,-2.7353,1,1,0
1861,1,-1.7844,4,-1.4555,4,1,3
1862,4,-1.2926,3,-1.1779,4,3,1
1863,4,-1.1942,2,-2.086,4,2,2
1864,3,-1.2392,2,-1.7534,3,2,1
1865,4,-1.3618,1,-1.3687,4,1,3
1866,3,-1.2851,1,-1.3549,3,1,2
1867,4,-2.4695,3,-2.7107,4,3,1
1868,3,-0.8763,1,-1.8614,3,1,2
1869,2,-1.3565,3,-1.8369,3,2,1
1870,3,-1.8548,3,-0.8479,3,3,0
1871,4,-1.2789,2,-1.3675,4,2,2
1872,3,-1.4053,2,-1.588,3,2,1
1873,3,-1.4252,1,-1.4057,3,1,2
1874,5,-1.8233,1,-1.8429,5,1,4
1875,5,-1.7701,2,-2.1697,5,2,3
1876,1,-0.9749,3,-1.3963,3,1,2
1877,4,-2.4046,2,-1.0532,4,2,2
1878,3,-2.1712,1,-0.8098,3,1,2
1879,4,-1.2232,2,-1.3747,4,2,2
1880,5,-1.8766,1,-0.8026,5,1,4
1881,6,-1.8223,1,-1.4235,6,1,5
1882,6,-2.2225,2,-2.8976,6,2,4
1883,1,-4.9704,0,,1,0,1
1884,2,-2.9576,1,-0.7535,2,1,1
1885,4,-1.4312,2,-1.6121,4,2,2
1886,2,-5.7193,1,-0.8816,2,1,1
1887,5,-2.0236,2,-1.2774,5,2,3
1888,4,-3.3267,2,-1.9162,4,2,2
1889,0,,3,-2.5048,3,0,3
1890,0,,3,-2.2831,3,0,3
1891,2,-2.8762,1,-1.0557,2,1,1
1892,3,-1.9264,1,-1.6658,3,1,2
1893,3,-1.4752,2,-2.2697,3,2,1
1894,1,-3.6091,0,,1,0,1
1895,2,-2.9925,1,-2.1383,2,1,1
1896,3,-1.53,1,-1.0721,3,1,2
1897,4,-1.8364,3,-1.6326,4,3,1
1898,1,-3.4054,0,,1,0,1
1899,3,-2.5728,2,-1.565,3,2,1
1900,4,-1.9904,3,-2.0945,4,3,1
1901,1,-2.6912,2,-1.4532,2,1,1
1902,4,-1.7083,3,-2.046,4,3,1
1903,3,-1.2103,3,-1.9219,3,3,0
